"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"4373550887","4373144163","20172321","","","2009-09-25 17:33:38 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@CircleReader it remains because it's cheap and simple. We like to easily and quickly categorize and rank things. Especially people."
"4372655319","4372536154","44236706","","","2009-09-25 16:54:51 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@JimCharles306 next you can learn how to make toast"
"4372535210","","","","","2009-09-25 16:49:40 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Keynote speaker http://www.funnymommy.com/  http://twitpic.com/j2vcb"
"4372347465","","","","","2009-09-25 16:41:33 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Guest speaker just called a teacher up on stage and referred to him as ""you, with the Porno moustache"""
"4372106928","4371518542","20172321","","","2009-09-25 16:31:16 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>",".@CircleReader this reflects some of my thoughts on the subject. http://tinyurl.com/c5fyrt"
"4371994674","4371518542","20172321","","","2009-09-25 16:26:25 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@CircleReader that's the problem. Everyone wants to label students with a couple of digits."
"4371120932","4371082329","7066682","","","2009-09-25 15:49:18 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@milobo I need to try that trick. If he hasn't already tell him to post it to his blog. It may be in the archives."
"4371051025","4370945045","20172321","","","2009-09-25 15:46:14 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@CircleReader performance assessments and qualitative research for two. It's expensive,time consuming and complex.That's why we don't use it"
"4370944454","4370857270","12363792","","","2009-09-25 15:41:31 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@jonbecker good assessment is expensive."
"4370924747","","","","","2009-09-25 15:40:38 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Sitting in a curling rink.  http://twitpic.com/j2leo"
"4370802201","","","","","2009-09-25 15:34:54 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Research that focuses on student achievement as defined by test scores makes me skeptical."
"4370578669","4368808386","19551063","","","2009-09-25 15:25:11 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@rkiker duh. Thanks for clarifying"
"4368791510","4368451003","16530770","","","2009-09-25 14:01:45 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@Horizons93 wish I was there. Say hello to those fine folks."
"4368772200","","","","","2009-09-25 14:00:52 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Heading down to Assiniboia for our Teachers' Convention. I'll be calling on you all later."
"4368047993","4367594481","19551063","","","2009-09-25 13:24:15 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@rkiker you're welcome. One question. Who is Myna?"
"4361425100","4361321562","739293","","","2009-09-25 04:55:57 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@courosa I like it for the most part. I know @cogdog  despises it. But the most recent version seems to be doing the trick for me."
"4360168580","4360035801","7612982","","","2009-09-25 03:45:48 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@dlaufenberg perhaps but all I see is your smiling twitter avatar and it seems to have an evil laugh coming from it. ""muuhahaha"""
"4359982284","4359626537","14056229","","","2009-09-25 03:36:26 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@dougsawyer because @djakes  loves the Cubs."
"4359898128","4359736125","7612982","","","2009-09-25 03:32:19 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@dlaufenberg  you must hate me."
"4359896168","4359713175","6581222","","","2009-09-25 03:32:13 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@djakes The joke is on you....you're getting paid in Canadian."
"4359701178","4359665996","6581222","","","2009-09-25 03:22:36 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@djakes they both could use a bath.  http://twitpic.com/j0wlu"
"4359573713","","","","","2009-09-25 03:16:31 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>",".@csitterley I just throw him (@djakes)  softballs all the time. He misses most of them. With his average he could play for The Cubs."
"4359499034","4359471112","7612982","","","2009-09-25 03:12:58 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@dlaufenberg fine. I have to finish watching The Office."
"4359409673","4359174549","6581222","","","2009-09-25 03:08:47 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@djakes make something up. That's what I do."
"4359399952","4359227914","14527970","","","2009-09-25 03:08:21 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@bengrey nice to have you back. Wondered if you were too embarassed to show your face after last weeks disaster in Fantasy football."
"4359043356","","","","","2009-09-25 02:52:06 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","I was told not to come home unless I  had DQ in hand  http://twitpic.com/j0sjt"
"4356832704","4355885338","22107679","","","2009-09-25 01:14:30 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@stangea it was my mistake. Worked well after I rebuilt. Had too many extreme sizes."
"4355667563","4355367947","17264157","","","2009-09-25 00:22:52 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@markmarshall6 feel free."
"4355658267","4355335068","19257774","","","2009-09-25 00:22:26 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@Ellsbeth Mumbai attacks"
"4354367756","","","","","2009-09-24 23:23:43 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","RT @DeanDillon Creativity expert Sir Ken Robinson speaking at Convo Hall, U of Saskatchewan on Oct. 1, 8 pm. I'll be there."
"4353278815","4353154713","6100552","","","2009-09-24 22:32:43 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@tonitones You might be interested in this prezi I did Tuesday.   http://bit.ly/3DoNf0 You're in it."
"4353138635","4353093183","22158470","","","2009-09-24 22:26:15 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@cmcauley Thank you for doing that. I couldn't get them all in but most."
"4352943330","","","","","2009-09-24 22:17:09 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Here's a sneak peek of my prezi on Twitter tomorrow. http://bit.ly/wrMgi Thanks for your contributions. You helped build it."
"4352615458","","","","","2009-09-24 22:02:05 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>",".@kindertechy whoops I do that alot.  http://bit.ly/MZIhl"
"4352352251","","","","","2009-09-24 21:49:54 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>",".@robwall and stains and naps. That's my forte."
"4352178174","4351979363","9984302","","","2009-09-24 21:41:42 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@karlfisch I appreciate that. We've all made our contributions. You created a video that millions have seen, I've spill things on my clothes"
"4352140156","","","","","2009-09-24 21:39:57 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","What's your best twitter tip for newcomers?"
"4351384093","","","","","2009-09-24 21:04:09 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","If I use the heading ""did you know"" in a document, do I have to credit @karlfisch"
"4351279735","","","","","2009-09-24 20:56:38 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @jaysalikin: @shareski Thanks for the info...BTW, Backing Up Your Love just started in my shuffle list!  Great tune http://bit.ly/DLpSS"
"4350754623","","","","","2009-09-24 20:27:58 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Prezi has a real problem with things too large or too small, problem is, everything looks relative. May have to scrap Prezi or redo."
"4350302353","4350265138","12358962","","","2009-09-24 20:07:22 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jaysalikin Wordpress.com, 21 classes if you want more teacher control. But wordpress allows them to ""take it with them"""
"4350193246","4349827300","12358962","","","2009-09-24 20:02:33 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jaysalikin what age?"
"4348242237","4348126470","14097024","","","2009-09-24 18:31:56 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@kditzler do you still have yours? I saw mine in my drawer today."
"4348228146","","","","","2009-09-24 18:31:18 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>",".RT @MrBrettYoung: @shareski presenting to our grade nines on Our Digital Footprint http://pic.gd/2c2042 I did have an audience"
"4348060977","4348009779","745903","","","2009-09-24 18:23:33 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@brlamb don't be afraid to cheat if need be"
"4348037456","4347931786","17639862","","","2009-09-24 18:22:28 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@lionsima @Holtsman @capohanka I did it! No stains."
"4348013977","","","","","2009-09-24 18:21:23 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","My wife volunteered me 2 lead 500 teachers in the singing of Oh Canada at tomorrow's teacher convention.I told her that won't b happening"
"4347890007","4345199583","60666872","","","2009-09-24 18:15:38 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@jessicasantini certainly"
"4347834367","4346306330","11259032","","","2009-09-24 18:13:04 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@tuchodi that's funny."
"4347818039","","","","","2009-09-24 18:12:18 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","About to eat a fudgesicle. Wish me luck."
"4346201760","","","","","2009-09-24 17:00:25 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","My audience.  http://twitpic.com/iyfdy"
"4344599195","4344550900","5972922","","","2009-09-24 15:51:24 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@biggmaxx you've seen this right? http://myparentsjoinedfacebook.com/"
"4344583505","4344526579","14954268","","","2009-09-24 15:50:44 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@cljennings It's not my image but it's CC and the theme idea is just an idea, use it. It's a modified version of this  http://bit.ly/s0dyP"
"4344452112","","","","","2009-09-24 15:45:02 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Talking to HS students about their digital footprint. This is my theme. http://bit.ly/m8sLe They'll see this image about 4 times"
"4344378330","4343879455","11976052","","","2009-09-24 15:41:44 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@intrepidteacher good stuff. I mentioned you during a workshop on Tuesday. http://bit.ly/3DoNf0"
"4343841187","","","","","2009-09-24 15:18:12 +0000","<a href=""http://www.phpvrouwen.nl"" rel=""nofollow"">Twitme for WordPress</a>","I have something to share(ski) on Ideas and Thoughts from an EdTech you can find it here http://bit.ly/Z1X4Q"
"4342091717","","","","","2009-09-24 13:59:18 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","RT @ryanbretag: Less Twit, More Tweet - the way my Twitter use has evolved: http://tinyurl.com/ya5826w"
"4335757787","4335592282","14595991","","","2009-09-24 05:44:08 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@JohnFerg He's the KIng of the obvious comment and cheesy segues."
"4335510647","","","","","2009-09-24 05:26:38 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Rod Black is pretty much the worst announcer in sports."
"4335393193","4335387734","739293","","","2009-09-24 05:18:34 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@courosa sounds good."
"4335367773","4335359670","739293","","","2009-09-24 05:16:53 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@courosa chat"
"4335340561","4335260125","739293","","","2009-09-24 05:15:06 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@courosa I'd like to chat about bringing classes together asynchronously.  Maybe early next week?"
"4335174142","4335145064","7747212","","","2009-09-24 05:04:12 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@adinasullivan Nite Sue Ellen"
"4335096047","4334389219","5847192","","","2009-09-24 04:59:26 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jagill  We sometimes give mulligans but you only get one a round. I just used mine up."
"4335048743","","","","","2009-09-24 04:56:16 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Added the WPtouch plugin for ipod touch/iphone viewing. Now showing comments. Thanks to @budtheteacher"
"4334894761","4334864974","14115603","","","2009-09-24 04:46:31 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@dserrato ha. Ha. Ha. they appear so natural. I was waiting for Will Ferrell to show up."
"4334840127","4334764509","8870632","","","2009-09-24 04:43:13 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@garystager i want the Windows 7 napkins."
"4334471714","","","","","2009-09-24 04:21:34 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Dog just slobbered mud on the quilt she's working on. She almost swore. Almost."
"4334179246","4334099210","7747212","","","2009-09-24 04:05:51 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@adinasullivan  I hadn't really thought of that specifically, I do try and use a variety to instructional strategies."
"4334059232","4333979929","44236706","","","2009-09-24 03:59:57 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@JimCharles306 my classes are 3 hours. it wasn't all bad, just didn't feel like there were engaged as I'd like. We'll try again next week."
"4334036897","4333994911","6894272","","","2009-09-24 03:58:48 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@thekyleguy  possible job offer, that's all I'll say. Maybe you'll get a call tomorrow"
"4333957581","4333930152","6894272","","","2009-09-24 03:54:40 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@thekyleguy  did you get a call today?"
"4333610689","4333499399","6541442","","","2009-09-24 03:37:18 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@ehelfant thanks. Part of it is knowing your students. I need to get to know them better."
"4333425680","","","","","2009-09-24 03:28:33 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","I wasn't at my best tonight. Had better days as a teacher. I hate it when that happens."
"4333269322","","","","","2009-09-24 03:20:59 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","The McDonalds Teryiaki burger was extremely underwhelming"
"4331437739","4331214121","12363792","","","2009-09-24 01:59:18 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@jonbecker I made $3.12 Canadian today. Click the link to see how http://ideasandthoughts.org"
"4328736229","4328730326","7612982","","","2009-09-23 23:57:51 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@dlaufenberg I""m teaching, give me a break"
"4328199054","","","","","2009-09-23 23:28:51 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","How do you capture/save your comments on other blogs? Was using Cocomment but wondered if there was something better."
"4327552763","4327446780","10334132","","","2009-09-23 22:58:19 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@ScottElias what's going on?  BTW I'm listening to you even as I tweet. Blackjack"
"4327439271","4327377934","9081902","","","2009-09-23 22:53:01 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@Holtsman I'll hopefully sort it out this weekend."
"4327405613","","","","","2009-09-23 22:51:28 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Got a weird spamlike DM. About earning money. Anyone else?"
"4327383378","4327319115","10073992","","","2009-09-23 22:50:18 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@sjciske send it to room 255 in the Education building at the University of Regina."
"4327142098","","","","","2009-09-23 22:38:52 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","I have to say I don't like the word ""training"" when referring to professional learning. It sounds medicinal."
"4327095272","","","","","2009-09-23 22:36:36 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Heading into class. Excited to meet my students after 2 online sessions. @lthumann will be in the house virtually."
"4325751491","","","","","2009-09-23 21:33:52 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","IE likes Prezi"
"4325655008","4325587696","6581222","","","2009-09-23 21:29:07 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@djakes  you love Canadians."
"4325637712","","","","","2009-09-23 21:28:18 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Prezi is barfing up my .flv files in both FF and Safari. Shutting down the browser. Do I dare try IE?"
"4325501585","4325413886","5936222","","","2009-09-23 21:21:54 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@donnadesroches thinking about other districts who can't even access half the internet or get wireless access."
"4325299556","","","","","2009-09-23 21:12:34 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @kathycassidy: @shareski There is so much going right with our school division's IT policies. So many people have to struggle."
"4324996495","4324963543","19307547","","","2009-09-23 20:58:55 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@kstewart01 I can't imagine working in an environment that would respond differently."
"4324482830","","","","","2009-09-23 20:35:08 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","IT manager just told me their motto is ""Innovate or Die"" Thus we have open guest wireless access in our schools. Any device has access."
"4324008110","","","","","2009-09-23 20:13:45 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>",".@Ellsbeth I hope too.  I may live stream it as well if things work out."
"4323893681","","","","","2009-09-23 20:08:28 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Time to plan my twitter presentation entitled, ""The Stupidest Thing You've Ever Heard Of, that  you might find useful"" Need it for Friday."
"4322096179","4321915692","6894272","","","2009-09-23 18:45:43 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@thekyleguy I'm in."
"4321782036","4321054166","10073992","","","2009-09-23 18:30:49 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@sjciske I'll swing by on my way to class tonight."
"4320762165","","","","","2009-09-23 17:44:10 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Going home for lunch. Someone watch my stuff."
"4317660456","","","","","2009-09-23 15:26:47 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","I declare this ""Paperwork Wednesday"""
"4309244542","","","","","2009-09-23 05:37:15 +0000","<a href=""http://www.phpvrouwen.nl"" rel=""nofollow"">Twitme for WordPress</a>","I have something to share(ski) on Ideas and Thoughts from an EdTech you can find it here http://bit.ly/4kB0X8"
"4308783459","","9885022","","","2009-09-23 05:07:12 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@paulrwood Don't tell Diane I wore my Longhorn shirt today."
"4308059228","","","","","2009-09-23 04:24:59 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @courosa: ""10 Best Things We'll Say to Our Grandkids"" http://bit.ly/AeuxC"
"4308040389","4308026770","8717302","","","2009-09-23 04:23:57 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@MrMc  This is Moose Jaw. You should know."
"4307767529","4307694509","17010143","","","2009-09-23 04:09:27 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@LisaRead Coranation Street? You are the first person I have ever say they watch it. I never knew why it was on TV. Now I know."
"4307339238","","","","","2009-09-23 03:47:43 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","I'm very grateful for the way so many of you post on my student's work. http://bit.ly/mEZRIIt means so much.  Thanks all...and keep it up ;)"
"4307024677","4306159420","4060901","","","2009-09-23 03:32:29 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jimohagan no clue."
"4305903309","4305669073","13596572","","","2009-09-23 02:42:40 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@shupester pretty much. Although going down hill he did tucker out."
"4305647723","4305198612","14179280","","","2009-09-23 02:31:47 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@kprentiss thanks for the clarification. I get you now."
"4305612515","","","","","2009-09-23 02:30:18 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","The running of my dog http://www.flickr.com/photos/shareski/3945880743/"
"4305009715","","7123302","","","2009-09-23 02:04:51 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@woscholar How are grandma and grandpa?"
"4304550183","","","","","2009-09-23 01:46:05 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>",".@MikeGras this is the real proof http://www.flickr.com/photos/shareski/3676873017/"
"4304164510","4303925270","11137092","","","2009-09-23 01:30:08 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@MikeGras not really. BTW, I told your Camden Yards sandwich sketch story yesterday."
"4303792787","","","","","2009-09-23 01:14:24 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","Has anyone been kicked out of an Elluminate room? It might happen to me tonight."
"4303629929","","","","","2009-09-23 01:07:27 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","RT @budtheteacher #eci831with guest Dr. Richard Schwier, intro to learning communities starting now, join us at http://bit.ly/3rpDS"
"4302454080","4302072328","18301285","","","2009-09-23 00:17:00 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@MichaelBot"
"4301893311","","","","","2009-09-22 23:51:52 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Beets and corn for supper.  http://twitpic.com/irg21"
"4301750280","","","","","2009-09-22 23:45:25 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","Shout out to @chrislehmann and @dlaufenberg for taking time to talk with teachers in Moose Jaw about Student Led Conferencing."
"4298748761","4298712661","11259032","","","2009-09-22 21:26:47 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@tuchodi http://bit.ly/g8QWL"
"4298734869","","","","","2009-09-22 21:26:08 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","Participant quote to everyone in the room ,""thank you for sharing your brains""."
"4298568546","","","","","2009-09-22 21:18:34 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","I just showed @ddmeyer's Ignite Presentation as an example of constraint and format possibility for Student Led Conferencing."
"4298289123","","","","","2009-09-22 21:06:03 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","RT @sparkcbc New wireless fees from Rogers: http://bit.ly/2zu8mF^eb"
"4296083406","","","","","2009-09-22 19:25:58 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","A participant using Gdocs has every doc open in scrolling window. How can he fix that?"
"4295869137","","","","","2009-09-22 19:16:10 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","I'm assuming @snbeach is doing a great job with the new #plptristate folks. If you're one of them, send me a message, I'll follow back."
"4295344536","","","","","2009-09-22 18:52:03 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","RT @baldy7: overheard at #tristateplp:  ""Who owns the learning?"""
"4295320345","4295246202","10645702","","","2009-09-22 18:50:56 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@imcguy you might get a regular gig if you can replicate that. Nice work."
"4295303662","4295246824","3642951","","","2009-09-22 18:50:10 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@Durff probably one of mine."
"4176368584","4174487449","17846095","","","2009-09-22 17:05:36 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@sheasmith for those starting, I think it's important to understand why and then move to how."
"4176260078","4176209640","7123302","","","2009-09-22 17:00:59 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@woscholar ask her for a prune."
"4176119240","","13289612","","","2009-09-22 16:54:49 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@McTeach @tuchodi  I just added the for our teachers to watch, thanks."
"4175568139","4174474201","26377999","","","2009-09-22 16:30:41 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@mctoonish One question we'll be dealing with."
"4174264393","","","","","2009-09-22 15:32:45 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Spending the day developing concepts around digital portfolios.  http://twitpic.com/iphm6"
"4164825406","4164791395","1249711","","","2009-09-22 04:14:12 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@irasocol  I just think it's interesting in the light of the ""digital native"" label that most of my pre-service teachers resist technology"
"4164659091","","","","","2009-09-22 04:05:17 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","This is typical of many pre-service teachers http://bit.ly/2Hx2UP How would you respond to her?"
"4163518991","","","","","2009-09-22 03:09:28 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Kept 21 photos today.  http://bit.ly/55wtb Not sure which will be my POD.  I always like the ones where I use the color accent feature."
"4163121861","","","","","2009-09-22 02:51:51 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","This is the kind of blogging and connection making I hope my students will make http://bit.ly/1y50U0 Leave a comment if you have a moment"
"4162199048","4162176600","9256742","","","2009-09-22 02:10:51 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@rjacklin  not quite ready to sleep but hopefully soon."
"4162147362","","","","","2009-09-22 02:08:38 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","It's 8PM and I'm in bed. Haven't done that for a long time."
"4161883042","4160671206","5929382","","","2009-09-22 01:57:32 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@charbeck  no. just chat about the use of portfolios."
"4160554002","4160411759","5929382","","","2009-09-22 01:00:08 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@charbeck yep."
"4160248996","4160155610","5926752","","","2009-09-22 00:46:57 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@glassbeed I took this photo today and thought of you. http://tinyurl.com/m4naoc"
