"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"787306839","787303471","6967252","","","2008-04-11 17:00:46 +0000","web","@technolibrary I maybe didn't post the video on green screen. Is it this one? http://tinyurl.com/63bnba"
"787305997","787303471","6967252","","","2008-04-11 16:59:37 +0000","web","@technolibrary THanks for headsup. Must have been a plugin issue. Should be fixed now."
"786943825","786936672","11767382","","","2008-04-11 04:25:50 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@cgseibel Registered 2 domains last week but it shows someone else as the administator and I have no access. Might be a CIRA issue."
"786943122","786936672","11767382","","","2008-04-11 04:24:09 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@cgseibel I've been using them for 3 years. Frist  two were good. Must have fewer support staff."
"786933071","","","","","2008-04-11 04:01:42 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@dnorman you live in one freaky place."
"786928386","786925857","45773","","","2008-04-11 03:51:47 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@zemote I haven't made much use of Evernote. not sure why? What is the main thing you use it for? images? quotes? screenshots?"
"786920687","786920570","7570912","","","2008-04-11 03:35:55 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@cburell they were.....next time, I'lll ask you to speak earlier...how do you feel about 4AM?"
"786915236","786914933","7570912","","","2008-04-11 03:24:57 +0000","web","@cburell thanks for yesterday, sleepy as you may have been, your voice was valuable."
"786909695","786908994","816632","","","2008-04-11 03:13:53 +0000","web","@kdumont Watch out Michelle Wie."
"786908917","","","","","2008-04-11 03:12:24 +0000","web","Having some major domain issues with my hosting company webserve.ca  They are sucking right now for a couple of reasons."
"786906282","786905615","9978622","","","2008-04-11 03:07:04 +0000","web","@skydaddy ouch."
"786894606","786893001","7198542","","","2008-04-11 02:44:43 +0000","web","@ddmeyer how about a funky Masters Golf math lesson? Lots of numbers, angles formulas. I dare ya."
"786889284","786884632","7198542","","","2008-04-11 02:34:07 +0000","web","@ddmeyer I have one, it hasn't made me any cooler."
"786844281","","","","","2008-04-11 01:02:57 +0000","web","Watching a brand new Office."
"786841292","","","","","2008-04-11 00:56:27 +0000","web","Email from my father-in-law....""What is an RSS feed?"""
"786805038","","","","","2008-04-10 23:37:07 +0000","web","@dnorman move to Maui"
"786741368","","","","","2008-04-10 21:23:57 +0000","web","Did anyone leave a jumpdrive with a Hello Kitty lanyard lying around? If so, I've got it."
"786730613","","","","","2008-04-10 21:05:42 +0000","web","Thank you City of Moose Jaw http://www.flickr.com/photos/shareski/2403432989/"
"786721581","","","","","2008-04-10 20:49:54 +0000","web","Tiger chips in for eagle."
"786689910","","","","","2008-04-10 19:52:27 +0000","web","back at Final Cut Express. Slow going but I""m gettin' it. The manual is over 1100 pages. That should tell you something."
"786667490","","","","","2008-04-10 19:13:12 +0000","web","rainy day here....wish I were in Augusta http://tinyurl.com/6gooh9"
"786592502","","","","","2008-04-10 17:06:17 +0000","web","there is no cream to be found anywhere and I""m not tough enough to drink coffee black. This has been a rough morning."
"786275256","","","","","2008-04-10 06:05:02 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","One of my student's final project is an attempt at a Common Craft style video. Her reflection and video http://snurl.com/23zrv"
"786270762","786262287","5634392","","","2008-04-10 05:52:16 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@dkuropatwa it is but there's no audio which kind of makes it a waste. I was really impressed. http://tinyurl.com/6jbw4o"
"786243070","","","","","2008-04-10 04:38:20 +0000","web","Glad I PVRed the Randy Pausch special."
"786237733","","","","","2008-04-10 04:25:20 +0000","web","Home after a long day. Had a great Pecha Kucha night.  Might require a blog post."
"786190398","","","","","2008-04-10 02:42:16 +0000","web","thanks for all the shout outs Once again, the network blows everyone away. Watch our last few Pecha Kucha Pres.http://tinyurl.com/2eocgy"
"786156306","","","","","2008-04-10 01:33:25 +0000","web","Teaching my students in Regina. Everyone say Hello."
"786067026","786065291","7612982","","","2008-04-09 22:21:25 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@dlaufenberg Move. Maybe some place like Philly?"
"786064153","","","","","2008-04-09 22:15:27 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","Driving to Regina for Pecha Kucha and Pizza night with my students. Looking forward to it."
"785948722","","","","","2008-04-09 18:50:19 +0000","web","Getting ready for a PBL session. Having @chrislehmann and @cburell Skype in later on."
"785863394","785852229","7612982","","","2008-04-09 16:24:11 +0000","web","@dlaufenberg tell @chrislehmann I'm sure you can negotiate an SLA company vehicle. I think he drives a Tesla."
"785837639","785834651","1424681","","","2008-04-09 15:44:21 +0000","web","@budtheteacher hasn't worked worked for me."
"785812543","785712041","12294612","","","2008-04-09 15:05:24 +0000","web","@cnansen I've actually been aware of you and your work for years. Good to have you on board."
"785591079","785590126","7570912","","","2008-04-09 06:37:54 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@cburell because of the nature of your setup, most of my students had no idea how to respond and/or contribute. Proud of Heather's efforts."
"785586851","785546933","7570912","","","2008-04-09 06:25:27 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@cburell Did you put your student up to this or is it all them? Either way, thanks. http://tinyurl.com/5y822e"
"785583094","785582469","10605462","","","2008-04-09 06:15:03 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@petrock If it's on a Wii or Dance Dance revolution...YES!"
"785578450","","","","","2008-04-09 06:02:13 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","Can I say I read a book if I listen to the mp3?"
"785571290","785570155","673153","","","2008-04-09 05:42:14 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@timlauer I like it. Keep it short. Save you masterpieces for youtube"
"785559921","","","","","2008-04-09 05:12:15 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","helping one of my students via Skype"
"785551630","785551047","851681","","","2008-04-09 04:50:40 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@ggatin it worked fairly well.  Actually I only cracked open CamTwist once and found it less intuitive than manycam. Go figure"
"785548298","785546000","5634392","","","2008-04-09 04:42:27 +0000","web","@dkuropatwa figures a Math guy would find a loophole."
"785548047","785547096","739293","","","2008-04-09 04:41:50 +0000","web","@courosa I used to used ManyCam in my past life. ;)"
"785540745","785538603","7717062","","","2008-04-09 04:24:38 +0000","web","@techchick94 thanks...you're the winner but thanks to others for suggestions."
"785539274","785535778","1467511","","","2008-04-09 04:21:11 +0000","web","@briangrenier that one looks good but is Windows only. Thanks though."
"785530666","","","","","2008-04-09 04:01:19 +0000","web","looking for software or website that will randomly pull names...digital version of pull a name out of a hat. Anyone?"
"785507496","785481941","673153","","","2008-04-09 03:10:04 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","@timlauer Titleist?..love that episode"
"785506978","","","","","2008-04-09 03:09:05 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","Recital done. Ladies now buying Chai tea. I'm buying"
"785474598","","","","","2008-04-09 02:01:05 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Waiting outside McDonalds for my daughter. Then off to her viola concert."
"785469956","","","","","2008-04-09 01:51:50 +0000","web","My first flickr video http://tinyurl.com/4m7o8v"
"785466982","785465249","10264372","","","2008-04-09 01:45:38 +0000","web","@brachsmith peach cobbler?"
"785462175","785461500","6581222","","","2008-04-09 01:35:35 +0000","web","@djakes dude."
"785461344","785459353","10264372","","","2008-04-09 01:33:47 +0000","web","@brachsmith That fact you've ever been there makes you my idol. Is it everything they say it is?"
"785459047","","","","","2008-04-09 01:29:12 +0000","web","So is everyone jacked about the Masters this week?"
"785452739","","","","","2008-04-09 01:15:55 +0000","web","nice after school walk with wife and dogs, short nap after lunch and a catch with my daughter. I love spring."
"785362501","","","","","2008-04-08 22:08:48 +0000","web","Planning on a big walk after work. It's a glorious day."
"785347960","","","","","2008-04-08 21:41:14 +0000","<a href=""http://alexking.org/projects/wordpress"" rel=""nofollow"">Twitter Tools</a>","Hot off the press: It is what it is....get over it http://tinyurl.com/5kkyzw"
"785330650","","","","","2008-04-08 21:10:33 +0000","web","Apple just sent me a Snowball Mic, KeyStation 61es and a Maudio iControl. Now what?"
"785321777","","","","","2008-04-08 20:55:30 +0000","web","Watching this http://tinyurl.com/56dze8"
"785294934","","","","","2008-04-08 20:10:33 +0000","web","getting more comfortable with Keynote, love the alpha feature. Also listening to John Mayer Trio..""I don't need no doctor..."""
"785269233","785268306","6581222","","","2008-04-08 19:25:58 +0000","web","@djakes From Moose Jaw, Sk.....Dude."
"785250140","785247818","739293","","","2008-04-08 18:54:05 +0000","web","@courosa Are you joining us for Pecha Kucha and Pizza night? Wed. 6PM ED 137 Screening Room C."
"785249604","","","","","2008-04-08 18:53:06 +0000","web","Just seen on the way to work this aft: Shirtless man in his 70's standing in front of his house. Not a pretty sight."
"785184413","785179552","7570912","","","2008-04-08 17:02:32 +0000","web","@cburell no problem."
"785120102","784998433","7570912","","","2008-04-08 15:20:29 +0000","web","@cburell You're likely sleeping but wondering if you're able/willing to help me out as per my email?"
"784861290","784854797","5817062","","","2008-04-08 05:17:39 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@mrmosesdotorg you have a new subscriber"
"784853748","784845622","673153","","","2008-04-08 04:57:21 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@timlauer Hey, I like Kenny Loggins and Vandross. You have any other suggestions?"
"784846654","784845586","7095342","","","2008-04-08 04:37:31 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@wfryer love the squeak of the front porch door..very authentic, midwest touch."
"784841581","784839566","10334132","","","2008-04-08 04:24:59 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@ScottElias Well done. I love the archival nature of youtube not to mention the history of comedy and other important trivia."
"784838135","","","","","2008-04-08 04:16:41 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","Vandross sings ""one shining moment"" not Pendegrass. My bad. Here it is!"
"784837791","784837265","10334132","","","2008-04-08 04:15:59 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@ScottElias Proves men can communicate as well as women. We only need one word, but it says so much."
"784834030","","","","","2008-04-08 04:07:04 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","Dude.  http://tinyurl.com/5gksgb"
"784833735","","","","","2008-04-08 04:06:26 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","I'm a sucker for ""One Shining Moment"" Love Pendegrass. My wife says it's the only time she sees me tear up.  Wait for it...."
"784825421","784823537","7108702","","","2008-04-08 03:50:19 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@chrislehmann @djakes and myself will do our best as well. NECC might never ask him back. and @djakes might regret asking me too."
"784822070","784820976","6581222","","","2008-04-08 03:43:32 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@djakes We'll make a slew of them in San Anton. Dude."
"784819804","","","","","2008-04-08 03:38:45 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","dude."
"784815490","","","","","2008-04-08 03:31:18 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","OT! Memphis free throws did them in!"
"784814141","784812794","6221802","","","2008-04-08 03:28:49 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@kevinessdack too many mistakes in the last minute...it doesn't look good"
"784812716","","","","","2008-04-08 03:25:27 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","down to the wire. Kansas needs a break."
"784789240","","","","","2008-04-08 02:37:17 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","some great passing in this game."
"784768535","","","","","2008-04-08 01:56:30 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","Someone set the PVR to start taping the Bachelor....I put a stop to that. A young girl will come home later a little upset. Oh well."
"784765933","","","","","2008-04-08 01:51:49 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","Funniest people on twitter live between the 87W and 114W. Just a fact."
"784758178","784754594","11767382","","","2008-04-08 01:37:37 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@cgseibel weird question, did you get a Masters at the U of S in 2006?"
"784757488","784753835","71123","","","2008-04-08 01:36:23 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@ijohnpederson who won?"
"784668135","784667373","1285451","","","2008-04-07 21:49:43 +0000","web","@dweinberger I was sold a bill of goods. My switch from PC was to make all things right. I would be a better person..Food would taste better"
"784666380","","","","","2008-04-07 21:46:13 +0000","web","No one told me Final Cut doesn't autosave! It crashed and I lose 1 hour of work. Pinnacle never did that to me. What's up Apple?"
"784658696","784657328","5926752","","","2008-04-07 21:31:32 +0000","web","@glassbeed where are the Hawaii photos?"
"784648672","","","","","2008-04-07 21:11:49 +0000","web","Canteen report from my kids school. We are in the hole again! http://tinyurl.com/4dfq8u She took a pizza pop with her but still buys one?"
"784531153","","","","","2008-04-07 17:34:48 +0000","web","creating a voiceover in GarageBand to bring into Final Cut. I don't really know what I'm doing"
"784216118","784213096","2183601","","","2008-04-07 06:02:41 +0000","web","@dougsymington jack squat. but at least now you're not the only Canadian on twitter to have golfed in Canada in 2008"
"784212738","","","","","2008-04-07 05:52:17 +0000","web","why did I drink that Tim Horton's coffee at 7:30? Stupid."
"784208952","","","","","2008-04-07 05:40:11 +0000","web","Some days when scanning my feeds, the only thing that captures my attention is a great title or stunning image."
"784195837","784194790","7612982","","","2008-04-07 05:01:09 +0000","web","@dlaufenberg could have been in Arizona ;)  @kwhobbes everyone should have it done."
"784192075","784191320","790852","","","2008-04-07 04:50:13 +0000","web","@kwhobbes 366 24/7 My camera is attached to my hip...literally"
"784190645","","","","","2008-04-07 04:45:49 +0000","web","Video from today http://tinyurl.com/6l4cvm and Photos http://tinyurl.com/6g58p4"
"784164225","","","","","2008-04-07 03:34:50 +0000","web","Great day of golf.  Who knows, could snow tomorrow. Carpe Diem"
"783978405","","","","","2008-04-06 19:36:55 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Decided to golf. It is windy. Be home around 8. Someone watch my stuff while Im away."
"783945736","783944987","12201982","","","2008-04-06 18:10:50 +0000","web","@Mathman33 SaskLanding Resort. Right now 60km winds but supposed to die down later this aft. I'll let my buddies decide."
"783941832","","","","","2008-04-06 18:00:28 +0000","web","Debating whether or not I really want to golf today. High winds, a 2 hour drive and 55F. But still, it is golf. What to do, what to do?"
"783893108","","","","","2008-04-06 16:00:07 +0000","web","Someone turned the heat down to 10C.  Last week PizzaGate, this week ThermostatGate. I will find the culprit and deliver justice."
"783736057","783732130","816632","","","2008-04-06 05:12:50 +0000","web","@kdumont iMovie or Final Cut? I've been procrastinating diving into Final Cut Express after years of Pinnacle Studio windows style."
"783734452","783733015","10481212","","","2008-04-06 05:06:23 +0000","web","@CdnMathTeacher Yeah. I just was there snooping around. I'm pretty pleased with her efforts."
"783730452","783728024","10481212","","","2008-04-06 04:53:01 +0000","web","@CdnMathTeacher She said she would even though she feels like she has no Math background. I was proud of her"
"783727766","783726551","10073992","","","2008-04-06 04:43:38 +0000","web","@sjciske you're probably right"
"783721654","783719708","673153","","","2008-04-06 04:23:11 +0000","web","@timlauer you should see my PVR, it's bad. I'd be embarrassed to show anyone. Even now I sit in the LivingRoom while 3 women watch 2 TVs."
"783719206","783715940","10481212","","","2008-04-06 04:15:04 +0000","web","@CdnMathTeacher did you ever get any of my students to comment? Some said they would try."
"783718930","783717438","673153","","","2008-04-06 04:14:10 +0000","web","@timlauer I'm sure we do but I only watch sports since my wife hogs TV for decorating shows."
"783716879","783714803","673153","","","2008-04-06 04:07:47 +0000","web","@timlauer you reminded me of Dennis Miller for a moment with your obscure reference...obcsure to an uncultured fella like myself"
"783714527","","","","","2008-04-06 04:01:46 +0000","web","@JLWagner I trust you kept the conversation sophisticated. Wary of the others in the crowd."
"783711858","","","","","2008-04-06 03:54:00 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","standing by the stove waiting for water to boil for tea. Ignoring @djakes talk of fine cuisine."
"783686561","","","","","2008-04-06 02:39:38 +0000","web","The ebb and flow of college basketball."
"783645396","783644984","5929382","","","2008-04-06 00:46:13 +0000","web","@charbeck Hope? I got a tee time tomorrow."
"783644363","783642771","12162982","","","2008-04-06 00:43:20 +0000","web","@schwier I'll take Kansas. No reason just my gut. Plus I usually choice Mid-West whenever possible."
"783639871","","","","","2008-04-06 00:30:33 +0000","web","if you're interested in helping me choose my photo of the day click here http://tinyurl.com/5qbw3j If not, mark as read ;)"
"783632239","","","","","2008-04-06 00:07:50 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","First BBQ of the year done, Pork chops to perfection. Wife now working on some project. Me and the Final Four on HD. This is good."
"783568915","","","","","2008-04-05 21:06:38 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","son and daughter yelling at each other over Skype."
"783560845","","","","","2008-04-05 20:42:21 +0000","<a href=""http://alexking.org/projects/wordpress"" rel=""nofollow"">Twitter Tools</a>","Hot off the press: More Filtering. No not that kind of filtering. http://tinyurl.com/57vsqv"
"783499483","783495632","8870632","","","2008-04-05 18:00:54 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@garystager Rickles rocks. He's gotta be close to 80. He was on Letterman the other day with Denzel Washington. Had him in stitches."
"783268547","783263818","5550062","","","2008-04-05 06:03:58 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@dswaters talking to @speters today she thinks her built in mic on your macbook gives best audio....I think she might  be right."
"783263389","783261644","5550062","","","2008-04-05 05:44:36 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@dswaters no"
"783261319","783261191","5550062","","","2008-04-05 05:37:00 +0000","web","@dswaters I appreciate it. Stupid conscience."
"783257345","783256682","7582762","","","2008-04-05 05:23:40 +0000","web","@alupton why can women trash men and it's funny but imagine a t-shirt about wives made by husbands and we're pigs."
"783256765","783252180","673153","","","2008-04-05 05:21:34 +0000","web","@timlauer deal"
"783253212","","","","","2008-04-05 05:10:27 +0000","web","Pothole http://www.flickr.com/photos/shareski/2389197078/"
"783251354","783223543","6894272","","","2008-04-05 05:04:36 +0000","web","@thekyleguy looking for feedback http://tinyurl.com/59b8xv I like it."
"783250890","783177616","673153","","","2008-04-05 05:02:56 +0000","web","@timlauer you sure seem to order out for pizza a lot."
"783220983","","","","","2008-04-05 03:32:06 +0000","web","Dutch Blitz Final Scores: Mrs. S. 88 Martha 77 Me. 12. I suck."
"783206563","","","","","2008-04-05 02:51:46 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","Back from a visit with neighbours. Jobs complete, wife and daughter back from movie. Now they want to play a game. Let's play!"
"783169044","","","","","2008-04-05 01:11:45 +0000","web","I'[ll watch this TED | Talks | Dave Eggers:Once Upon a School http://tinyurl.com/2fs6tv via www.diigo.com/user/shareski and then do my job"
"783165904","","","","","2008-04-05 01:03:32 +0000","web","wife takes 9 year old to the movie, leaves me with jobs. What if I don't do them? What's the worst that can happen?"
"783145373","783144688","10528542","","","2008-04-05 00:10:21 +0000","web","@evanthornton the only issue I've had is collaboration settings and access. I'm not sure it's the interface of gdocs that's the issue."
"783144261","783131705","14222165","","","2008-04-05 00:07:29 +0000","web","@pga_tour now following me. Wonder what they're after? I'll have to keep my game sharp."
"783139656","783138350","3642951","","","2008-04-04 23:56:09 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","@Durff only ate 2. Dinner ready in 20min. Chicken wrapped in bacon steamed broccoli and rice."
"783135689","783134348","3642951","","","2008-04-04 23:46:19 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","@Durff 5 left"
"783128043","","","","","2008-04-04 23:28:27 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","making dinner and eating Oreos."
"783094066","783091979","1349941","","","2008-04-04 22:09:00 +0000","web","@willrich45 Offline?  Not without access very often unless you're 30,000ft above ground which I guess you are often enough."
"783093411","783092646","7486332","","","2008-04-04 22:07:32 +0000","web","@john_larkin my favorite...as you can see.  Love Gervais in the Office and Extras."
"783092175","","","","","2008-04-04 22:04:46 +0000","web","David Bowie's impromptu song writing http://tinyurl.com/5skle8"
"783088717","","","","","2008-04-04 21:57:20 +0000","web","With all this global collaboration stuff, I sometimes feel like this. http://tinyurl.com/29wmuc"
"783048061","783047344","10139","","","2008-04-04 20:33:32 +0000","web","@teach42 after you."
"783046322","783039536","10139","","","2008-04-04 20:30:14 +0000","web","@teach42 why is @djakes before me on the quiz? Why is @willrich45 the first thing you see? BTW, I failed."
"782962276","","","","","2008-04-04 17:51:10 +0000","<a href=""http://alexking.org/projects/wordpress"" rel=""nofollow"">Twitter Tools</a>","Hot off the press: Podcast 38 What is Twitter? http://tinyurl.com/6nce45"
"782956321","","","","","2008-04-04 17:40:43 +0000","web","My wife invited me out on a movie. Told her no, I hate to spend all evening on twitter in case I might miss something."
"782921148","","","","","2008-04-04 16:42:26 +0000","web","creating a compilation podcast"
"782649172","782631954","818340","","","2008-04-04 07:05:21 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@marshallk when do you think this seesmic thwirl integration will happen?"
"782644888","782643477","7570912","","","2008-04-04 06:52:56 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@cburell I cheated...found a graphic, used photoshop to erase and modify. I'm thief not an artist."
"782635946","782634972","7570912","","","2008-04-04 06:25:26 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","@cburell Twitter a cocktail party? I thought it was RSS? At least I did 3 years ago http://snurl.com/23frx"
"782626734","","","","","2008-04-04 05:58:07 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","Hot off the press. http://tinyurl.com/2tfulu"
"782604060","","","","","2008-04-04 04:54:45 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","Clay Shirky on the Colbert Report right now"
"782597808","","","","","2008-04-04 04:38:11 +0000","<a href=""http://www.twhirl.org/"" rel=""nofollow"">twhirl</a>","Watching Colbert who is going to interview Clay Shirky, who's book I'm reading. Also trying to hammer out a blog post and write a script."
"782561333","","","","","2008-04-04 03:09:21 +0000","web","why isn't my Expose working?"
"782553135","782542570","10164832","","","2008-04-04 02:50:53 +0000","web","@KLawrence Jack Russell Terrier http://flickr.com/photos/shareski/31364739/"
"782490581","782488859","10334132","","","2008-04-04 00:29:23 +0000","web","@ScottElias not exactly a counterpoint still recognizes security issues exist but offers some reasons. the impenetrable  fortress is a myth"
"782487972","","","","","2008-04-04 00:22:37 +0000","web","Macs are easiest to hack http://tinyurl.com/2np3ph  who knew?"
"782484389","782474988","12162982","","","2008-04-04 00:14:06 +0000","web","@schwier one of 2 annoying dogs. This one is the loudmouth, the other is the chewer http://tinyurl.com/2qhy7a"
"782470740","","","","","2008-04-03 23:42:05 +0000","web","just came back from doing this http://tinyurl.com/36t48d first time this year"
"782397870","782397030","778057","","","2008-04-03 21:04:25 +0000","web","@acarvin got excited thought you meant this Tom Watson http://en.wikipedia.org/wiki/Tom_Watson_(golfer)"
"782377627","782373230","10073992","","","2008-04-03 20:27:29 +0000","web","@sjciske that's wishful thinking....but it's more about me sucking up to them as often as needed"
"782377251","782375822","5545092","","","2008-04-03 20:26:49 +0000","web","@robwall it's all about the mug"
"782372727","","","","","2008-04-03 20:17:59 +0000","web","@dnorman now an official posse member...did you get your mug?"
"782366763","782364710","4132841","","","2008-04-03 20:06:39 +0000","web","@mcleod and they aren't even in the same building!  My guys are good."
"782366527","782362848","772934","","","2008-04-03 20:06:14 +0000","web","@timwilson been using it a bit but hasn't really become what it could be for me."
"782354573","","","","","2008-04-03 19:44:27 +0000","web","Hot off the Press... http://tinyurl.com/2wjjcb"
"782325996","","","","","2008-04-03 18:52:40 +0000","web","10:25 send an email asking for dual monitors 11:15 installed, done. http://tinyurl.com/2g9asu"
"782247523","","","","","2008-04-03 16:34:07 +0000","web","Grade one's sharing their learning about the XO -- Blogmeister http://tinyurl.com/yrfv8t via www.diigo.com/user/shareski"
"782241496","","","","","2008-04-03 16:24:28 +0000","web","Teacher request: Environmental Websites/Videos for middle years students.  What do you got?"
"782225476","","","","","2008-04-03 15:59:33 +0000","web","Listening/Watching this http://tinyurl.com/ywvov4"
"781953366","","","","","2008-04-03 05:41:27 +0000","web","@dougnoon well said. I'll add fragmented, fun, and immediate."
"781951983","781948489","4060901","","","2008-04-03 05:37:40 +0000","web","@jimohagan http://tinyurl.com/3y6a29"
"781949102","","","","","2008-04-03 05:29:44 +0000","web","Leaving the living room to go to bed. Dog's flatulence problem continues. Wife says it's the cheap dog food I buy. Must leave the room now."
"781947600","781947067","4060901","","","2008-04-03 05:25:07 +0000","web","@jimohagan done"
"781935201","","","","","2008-04-03 04:51:35 +0000","web","@dnorman there's a scrabulous board with your name on it MR. Bingo."
"781934923","781934252","673153","","","2008-04-03 04:50:52 +0000","web","@timlauer it's all @bhwilkoff's fault http://tinyurl.com/2pwc26 but you're making a good case. Should I wait till June? BTW, coming to NECC?"
"781929467","781925788","673153","","","2008-04-03 04:37:25 +0000","web","@timlauer like what?"
"781926868","781923838","10334132","","","2008-04-03 04:31:29 +0000","web","@scottElias can you and @bhwilkoff duke it out and let me know who the winner is?"
"781926596","","","","","2008-04-03 04:30:45 +0000","web","thanks @timwilson and @scottelias and @bhwilkoff"
"781925051","","","","","2008-04-03 04:27:10 +0000","web","folks from Colorado and Nevada are obviously by-products of the wild wild west."
"781919805","","","","","2008-04-03 04:14:40 +0000","web","how can I easily send images  from Skitch to Flickr?"
"781916855","781914438","1710871","","","2008-04-03 04:07:30 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","@bhwilkoff your vote doesn't count since you planted this seed of mischief"
"781912940","","","","","2008-04-03 03:59:14 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","thinking about jailbreaking my iPod. Twitterpoll: Should I jailbreak or keep it clean?"
"781912211","781910064","9023482","","","2008-04-03 03:57:22 +0000","<a href=""http://www.hahlo.com/"" rel=""nofollow"">Hahlo</a>","@GaryLaPointe tweetcloud.com"
"781906115","","","","","2008-04-03 03:42:29 +0000","web","My Dad emailed me. His this winter was to reach 500 geocaches and shoot his age in golf. Sunday he found #500 and today he shot 76. Yeah Dad"
"781902483","781897304","12876812","","","2008-04-03 03:34:00 +0000","web","@mkgold I never blogged about it....tweeted it."
"781901017","","","","","2008-04-03 03:30:55 +0000","web","I think @chrislehmann hires people based on their scrabulous ability."
"781893871","","","","","2008-04-03 03:15:16 +0000","web","The 9 of you who commented on my student's blog have no idea what an impact you made. http://tinyurl.com/3acb9z  Thank you so much. You rock"
"781831248","","","","","2008-04-03 00:57:34 +0000","<a href=""http://skitch.com/"" rel=""nofollow"">Skitch</a>","My Tweet Clouds  http://skitch.com/t/bgc"
"781828622","781827990","71123","","","2008-04-03 00:51:21 +0000","web","@ijohnpederson ""Macho Man?"" or a remix of the Blair Bush Endless Love mashup"
